nameseq,k1,k2,k3,k4,k5,label
U00096.3/2924515-2924156,1.9451397573133824,3.8327291089725173,5.61548655429428,6.904936032704628,7.630025794746455,sRNA
U00096.3/4049889-4050007,1.961788021993026,3.8705120661187022,5.516708339712078,6.469020516862354,6.769360594403837,sRNA
U00096.3/1770372-1770479,1.9551225628114541,3.8554788011943684,5.444163850463049,6.260820370290528,6.546593564294945,sRNA
U00096.3/4158394-4158285,1.9919607476471117,3.882639443379923,5.499805326037218,6.435346542455687,6.671316680978278,sRNA
U00096.3/3580987-3580923,1.968272722956744,3.768593750773833,5.048243018531967,5.464445859151386,5.6684422555956715,sRNA
U00096.3/1146589-1146757,1.956534885626895,3.823996651562194,5.5231274793398635,6.74989221742633,7.208746456670051,sRNA
U00096.3/2814802-2814873,1.9835155945037508,3.824034319620065,5.166653331441335,5.78968387706802,5.999227547132698,sRNA
U00096.3/2976189-2976102,1.9511966413974895,3.871166050910575,5.22220806840402,5.990453989379626,6.2494602799216175,sRNA
U00096.3/2976385-2976304,1.9907855314676586,3.850014734393367,5.334183719779188,5.8687867231568465,6.105915039375073,sRNA
U00096.3/3350577-3350684,1.9920547639400268,3.908935624064611,5.611847223206606,6.349820160461444,6.5970273383126035,sRNA
U00096.3/3311227-3311398,1.9833018275507888,3.9289860538811836,5.783125648876306,6.887305545634421,7.2732698037311705,sRNA
U00096.3/3986432-3986638,1.9874128206780788,3.941331597918613,5.74734347620194,6.913141748885316,7.427578959025128,sRNA
U00096.3/2691339-2691155,1.9947243637792171,3.9695050207874956,5.843160279219161,7.040654255535776,7.400398373271023,sRNA
U00096.3/4051036-4051289,1.952221653868357,3.873658233791066,5.617605940434049,6.817845721596256,7.476569234566907,sRNA
U00096.3/1923100-1923244,1.9892950643729144,3.918119374544867,5.666835518597722,6.653061732089327,7.0260761750938086,sRNA
U00096.3/888054-887976,1.89553721828224,3.570005110560876,4.93427538570623,5.618002474220862,6.0154853571625555,sRNA
U00096.3/1923203-1923104,1.9841774541410142,3.9163337298671332,5.59390270108146,6.246668898821258,6.501629167387827,sRNA
U00096.3/2167112-2167197,1.9571897452383569,3.8418346972210795,5.262628696712319,6.019499973463473,6.30877151681321,sRNA
U00096.3/1405751-1405656,1.981722918473066,3.888190642295417,5.222052883952303,5.977173192758677,6.3549774451404275,sRNA
U00096.3/1972739-1972816,1.9867452816833604,3.776935881892846,5.156668342791646,5.835355023771528,6.1013452575208476,sRNA
U00096.3/3121358-3121579,1.9863534525017696,3.9048230760355813,5.660709105388845,6.882899787763494,7.519263854563656,sRNA
U00096.3/1764768-1764708,1.9319597933169352,3.756031014430837,5.0773926255596855,5.616601684782743,5.727626856270001,sRNA
U00096.3/1230629-1230707,1.9247718297370877,3.6940029064332967,5.076543157685234,5.816942151573017,6.095485357162555,sRNA
U00096.3/1437118-1437238,1.9428643678518343,3.7814722718418223,5.296390584069363,6.197948239874791,6.610838839441506,sRNA
U00096.3/3664861-3664974,1.980722247346662,3.908557898334834,5.441339578667506,6.32707980345888,6.6359051680701215,sRNA
U00096.3/2071315-2071518,1.9680700665685364,3.9043486371716813,5.6459159869650275,6.725289501951995,7.297435127199017,sRNA
U00096.3/2653515-2653723,1.928829441370239,3.7457498687970405,5.371860372714699,6.515028136248989,7.1604380117302755,sRNA
U00096.3/2653855-2654158,1.989904266793701,3.944269563320854,5.819135882005206,7.270941801199327,7.9629038987932095,sRNA
U00096.3/2691340-2691193,1.990601454375735,3.9672649674597125,5.789531901268951,6.843668486551754,7.100480556997886,sRNA
U00096.3/3986434-3986582,1.9874200226912655,3.928610236023045,5.639321903308229,6.651952469750014,7.003979607226493,sRNA
U00096.3/507204-507287,1.9482019287774648,3.785550032414965,5.17895196908035,5.827383644806508,6.053055907333271,sRNA
U00096.3/686843-686681,1.9964587073111855,3.966231023342881,5.808110766534389,6.857773954221798,7.161939559057912,sRNA
U00096.3/1888102-1888017,1.9927256935799562,3.8052265508299596,5.121267946939376,5.893111720503557,6.202004596055119,sRNA
U00096.3/2640686-2640595,1.9911155952729076,3.901942784507102,5.359481951904839,6.031803374738012,6.2548861640918485,sRNA
U00096.3/4190487-4190327,1.9836464337108168,3.927923362782722,5.655584336466401,6.811537472792192,7.1672322138597755,sRNA
U00096.3/1491506-1491443,1.9271644181613183,3.723877553133603,5.135569092610044,5.701229140841572,5.84022392894185,sRNA
U00096.3/2033649-2033738,1.7450791955603107,3.3586447286901895,4.679403676007349,5.528187071417993,5.926037429020077,sRNA
U00096.3/1622948-1622735,1.9890699419295452,3.933808072073273,5.745398526291662,6.87897672183965,7.44398414860819,sRNA
U00096.3/4278066-4277926,1.9795808629763063,3.8853863201954786,5.570089232232948,6.51403822476869,6.937448141354674,sRNA
U00096.3/1409129-1409246,1.9754865936900017,3.8709437619093423,5.551609823544162,6.467144181341543,6.727626856270015,sRNA
U00096.3/458816-458721,1.9742773028029963,3.80696347282334,5.337083830678971,6.169647757596202,6.406661004946553,sRNA
U00096.3/123014-122901,1.9608945339116552,3.884406960695891,5.582955958244132,6.420453929374201,6.708632440797396,sRNA
U00096.3/14090-14167,1.990197023807429,3.853840977915181,5.349708269937135,5.942021690438196,6.1013452575208476,sRNA
U00096.3/4441334-4441277,1.970507791155152,3.88098859370542,4.981200234441705,5.599541531706475,5.717850465126429,sRNA
U00096.3/4332047-4332212,1.9754004501220428,3.92222618190588,5.6182482370231845,6.659748016048279,7.117627780662386,sRNA
U00096.3/4235709-4235560,1.8971756913231803,3.724433846339749,5.319980201596175,6.334805488307331,6.888454695866321,sRNA
U00096.3/110960-111029,1.9981980158323256,3.7620957048901174,5.13850217929474,5.756314750126971,5.923181998146339,sRNA
U00096.3/3915284-3915441,1.970084788142561,3.8904634630920403,5.643522010638364,6.692064243900177,7.123929397837776,sRNA
U00096.3/4060215-4060283,1.9496671314969478,3.6790152307971433,4.911102951871888,5.44917877821991,5.658498821422254,sRNA
U00096.3/543188-543254,1.8650160808318885,3.58408016040638,4.898163231279777,5.50544555539995,5.786803733023729,sRNA
U00096.3/638707-638800,1.9904992260334933,3.7915024857759505,5.1909167502512785,6.0130743104332725,6.32790990186118,sRNA
U00096.3/2087283-2087209,1.9822730448833141,3.8130693806650537,5.259466381333533,5.887084335100645,6.054607858910826,sRNA
U00096.3/1335499-1335701,1.9920524191070377,3.9436063291691092,5.753246630014114,6.982337377155748,7.397882032582216,sRNA
U00096.3/1737843-1737453,1.9856184197904339,3.929870092193134,5.788438807402611,7.257818246401487,8.122228055879367,sRNA
U00096.3/1795311-1795153,1.9802483052518025,3.8891010926052183,5.575413820832267,6.653803981599562,7.103512227840942,sRNA
U00096.3/940868-940734,1.9174875041777115,3.7746951602587453,5.397261669092448,6.433566918728975,6.890255921368264,sRNA
U00096.3/4326081-4326005,1.9315174701557078,3.7910585883724184,5.147226484112367,5.928981912897016,6.189824558880028,sRNA
U00096.3/4325981-4325905,1.9400975177036062,3.798556014025658,5.194023484170059,5.928981912897016,6.189824558880028,sRNA
U00096.3/4326181-4326105,1.9545182604791396,3.8477051915718374,5.23729165080788,5.966210122385712,6.189824558880028,sRNA
U00096.3/4325881-4325805,1.9335499441544235,3.810924048955668,5.215829777815389,5.928981912897016,6.189824558880028,sRNA
U00096.3/4326381-4326305,1.922380435659773,3.725619445792874,5.138837277671159,5.901954885869989,6.162427298606055,sRNA
U00096.3/216058-216134,1.9527097047150355,3.788623283734034,5.180429484054673,5.9830359669510695,6.162427298606055,sRNA
U00096.3/2592981-2593057,1.9630983080270379,3.8459315155988234,5.228558023713832,5.928981912897015,6.162427298606055,sRNA
U00096.3/3139624-3139700,1.9439385474664261,3.782512843645742,5.127096150721341,5.901954885869989,6.162427298606055,sRNA
U00096.3/4027473-4027550,1.95320333528816,3.7845460359165237,5.2034001715323495,5.935485357162555,6.155399311574901,sRNA
U00096.3/508686-508763,1.9569163574456407,3.8053856037804223,5.214646921167525,5.845420190467042,6.07431823049382,sRNA
U00096.3/758482-758412,1.925712051031105,3.792471712978079,5.130121920483575,5.8521687236032855,6.066089190457767,sRNA
U00096.3/2236680-2236603,1.9365258150495548,3.7421916202280356,5.0393949946019525,5.712086857133707,5.993237149412739,sRNA
U00096.3/375263-375186,1.9515325700851958,3.8230608037667864,5.157218921475415,5.898753523800375,6.182426338601928,sRNA
U00096.3/4457188-4457265,1.971194339861013,3.8313596297544485,5.273728829005328,5.8720868571337075,6.128372284547874,sRNA
U00096.3/4218439-4218516,1.948976307355709,3.751297330580676,5.120970401710107,5.952086857133709,6.155399311574901,sRNA
U00096.3/375162-375085,1.9418285354475155,3.8072259862489464,5.157218921475415,5.898753523800375,6.182426338601928,sRNA
U00096.3/4249324-4249394,1.9569404136975566,3.80597908565675,5.204690717986859,5.811655672100881,6.03623844418911,sRNA
U00096.3/4285305-4285375,1.9658705454436047,3.8347597683382135,5.1481670291478725,5.822756958897403,6.066089190457767,sRNA
U00096.3/2316913-2316837,1.9854859799425582,3.9003367705192056,5.315094356989473,5.966210122385712,6.135030038332083,sRNA
U00096.3/4614563-4614641,1.9364780559492742,3.7837695130728566,5.172775749038701,5.932138039759381,6.202152023829224,sRNA
U00096.3/4027375-4027452,1.9529141019587786,3.7730450194210325,5.231029980349586,5.962152023829221,6.155399311574901,sRNA
U00096.3/508585-508662,1.9424415581071057,3.8052759960063742,5.265964480771342,5.962152023829222,6.128372284547875,sRNA
U00096.3/411134-411213,1.9525093249150798,3.822724427286148,5.1734912451032695,5.8933464432642095,6.168980145022538,sRNA
U00096.3/377391-377468,1.9357857740208377,3.7825489144321915,5.202086152188799,5.978753523800377,6.182426338601928,sRNA
U00096.3/4235424-4235494,1.9227031050831782,3.7610469852606547,5.101136413237198,5.822756958897402,6.03623844418911,sRNA
U00096.3/375061-374984,1.9515325700851958,3.8295726058048825,5.2163008293132185,5.925420190467041,6.182426338601928,sRNA
U00096.3/3203265-3203195,1.9541647651427716,3.7937683289099873,5.084913000501491,5.811655672100881,6.03623844418911,sRNA
U00096.3/4103587-4103510,1.977429975998516,3.8223094218061364,5.171948072511781,5.818753523800375,6.07431823049382,sRNA
U00096.3/111549-111626,1.9746737206223532,3.878128469700359,5.346225868535946,6.0154853571625555,6.182426338601928,sRNA
U00096.3/837658-837588,1.965870545443605,3.8595503039597796,5.231287862387141,5.881580488309169,6.03623844418911,sRNA
U00096.3/339880-339811,1.9694772022782536,3.840500190893264,5.2123190911867106,5.827283220308514,6.044394119358462,sRNA
U00096.3/111433-111509,1.9689107895599594,3.8209297454686904,5.2070961507213385,5.939183095358684,6.135030038332083,sRNA
U00096.3/2317027-2316951,1.979131727716566,3.886461982196929,5.315094356989473,5.999861811516428,6.162427298606055,sRNA
U00096.3/4614462-4614540,1.952792274775004,3.7765218447751274,5.138294943427618,5.89588951999407,6.175485357162557,sRNA
U00096.3/3392198-3392129,1.9521414556108982,3.8525533124290474,5.267250524914793,5.857133966577171,6.044394119358462,sRNA
U00096.3/4296024-4296094,1.963978638419886,3.849324768461841,5.200855029486998,5.782243907394999,6.006387697920454,sRNA
U00096.3/4094319-4094389,1.934650472014311,3.7008910609537953,5.0212846015802866,5.763933429485639,6.03623844418911,sRNA
U00096.3/248203-248280,1.9601680301932167,3.740483206139762,4.976830685362958,5.680559817445704,6.037090021005124,sRNA
U00096.3/4614361-4614439,1.952792274775004,3.799995297063413,5.245628222732687,6.0011526778888085,6.202152023829224,sRNA
U00096.3/4094503-4094573,1.9658705454436047,3.8350895909997043,5.184257246476467,5.822756958897403,6.066089190457767,sRNA
U00096.3/2347277-2347207,1.9081767272753916,3.7685100557871345,5.160929123658542,5.782243907394999,5.976536951651797,sRNA
U00096.3/2304646-2304729,1.9494989208238813,3.8582393352723345,5.3118372977662025,6.083616823845559,6.271928094887357,sRNA
U00096.3/3392289-3392220,1.9364277052801255,3.819225828221372,5.226737473412389,5.886984712845828,6.044394119358462,sRNA
U00096.3/900752-900832,1.917306104934971,3.778352742856756,5.126645071472155,5.926427859887895,6.162890436798801,sRNA
U00096.3/4614260-4614338,1.9652783599770118,3.825636322704439,5.20985046296433,5.938588368649815,6.202152023829224,sRNA
U00096.3/4053533-4053610,1.95320333528816,3.782160081251379,5.042023033289053,5.782021690438193,6.047291203466794,sRNA
U00096.3/3042395-3042472,1.955518701288282,3.8257267306894596,5.267278500114894,6.015485357162556,6.182426338601928,sRNA
U00096.3/501447-501524,1.9544894269301838,3.7659897890716834,5.1309031320017295,5.915355023771528,6.128372284547875,sRNA
U00096.3/2304759-2304842,1.947278941348471,3.858306147716023,5.268720144677301,5.984851391746794,6.221928094887357,sRNA
U00096.3/244132-244209,1.9661690256585955,3.754734505989642,5.068338822762737,5.7352246903805,6.020264176439767,sRNA
U00096.3/247461-247538,1.95320333528816,3.8281304079948786,5.239648691297658,5.952086857133709,6.182426338601928,sRNA
U00096.3/2118524-2118594,1.9578643523964887,3.8417629825621153,5.1262862319837135,5.771142620598478,6.03623844418911,sRNA
U00096.3/3231382-3231301,1.9045443297963978,3.675375005306503,4.9988222019878075,5.743468564550644,6.131556065016102,sRNA
U00096.3/339973-339904,1.9396446320332539,3.7864268023660697,5.159236143033227,5.797432474039858,6.044394119358462,sRNA
U00096.3/2662430-2662359,1.9626463001922703,3.851060952346153,5.21121640970939,5.836714492978694,6.058051076544463,sRNA
U00096.3/2808134-2808211,1.9447184405369078,3.7662333785997637,5.198603750787608,5.905289857076018,6.182426338601928,sRNA
U00096.3/2568269-2568188,1.9110787202423736,3.7230082219722282,5.170191026294639,5.844734387335453,6.182838116298154,sRNA
U00096.3/354690-354766,1.9545182604791398,3.781502608332511,5.1769006506348,5.766819750734853,6.080235517784136,sRNA
U00096.3/4295911-4295981,1.9870337734777825,3.8911645812249884,5.184257246476467,5.752832142689116,6.03623844418911,sRNA
U00096.3/3392380-3392311,1.911007594453011,3.750314415146539,5.226737473412389,5.916835459114484,6.044394119358462,sRNA
U00096.3/4450947-4451025,1.9364780559492742,3.7497307690721695,5.174072703195972,5.932138039759381,6.228818690495891,sRNA
U00096.3/4094411-4094481,1.971553121707471,3.8350895909997034,5.15527173923009,5.763933429485639,5.976536951651797,sRNA
U00096.3/1062488-1062410,1.9709436900787207,3.8378306100882993,5.21965419675866,5.974836888415124,6.228818690495891,sRNA
U00096.3/4323249-4323329,1.940038951702946,3.794388341254798,5.22296963443971,5.916749814988364,6.110942384850749,sRNA
U00096.3/3708275-3708354,1.9544340029249652,3.8203022924870735,5.226053622925191,6.007046280954644,6.195295934496223,sRNA
U00096.3/3313325-3313255,1.9484747409271903,3.802828103652949,5.242228260969221,5.881580488309169,6.006387697920454,sRNA
U00096.3/4245095-4245165,1.9839794495031335,3.879514754427959,5.1082411233194165,5.68290732648083,5.946686205383141,sRNA
U00096.3/3231482-3231401,1.8991870005379181,3.722736266714187,5.118131063339884,5.863845463339592,6.182838116298154,sRNA
U00096.3/4628698-4628776,1.9606318179017719,3.8550016311076867,5.344454722400697,6.011085408180433,6.202152023829225,sRNA
U00096.3/2177481-2177411,1.9880501796508472,3.880151725036889,5.2241831523049225,5.811655672100882,5.976536951651798,sRNA
U00096.3/4296363-4296431,1.9772925006967736,3.8852774594583623,5.282069414144625,5.801969876934217,6.022367813028458,sRNA
U00096.3/2304420-2304503,1.9146123536134516,3.7876575214178327,5.195864431859777,5.960160033722103,6.246928094887356,sRNA
U00096.3/349752-349823,1.9574230448267687,3.795540128263667,5.195224760012765,5.818669384314398,5.999227547132699,sRNA
U00096.3/375362-375287,1.9748646248454327,3.895736618774908,5.269603703174431,5.943249216414273,6.114369445886762,sRNA
U00096.3/2304985-2305067,1.9692601808650936,3.8864388925427775,5.335108299362965,6.05305590733327,6.227831381088497,sRNA
U00096.3/3150740-3150670,1.9753293786646515,3.8647186470160886,5.249332971051438,5.881580488309167,6.066089190457767,sRNA
U00096.3/3098534-3098464,1.9654312785938166,3.836555440039254,5.0630322033373325,5.782243907394999,5.976536951651797,sRNA
U00096.3/805859-805929,1.9876231253082954,3.799644981845464,5.121003217830086,5.723420377983233,5.94668620538314,sRNA
U00096.3/66675-66610,1.9529707179960607,3.777718286305769,5.132659765557392,5.786803733023729,5.954196310386873,sRNA
U00096.3/762854-762925,1.9835155945037508,3.9144904377548553,5.275362481076147,5.876640398807151,6.028639311838581,sRNA
U00096.3/1958748-1958441,1.9981294376824543,3.956919268926286,5.816600429701607,7.278247020930962,7.937846386777494,sRNA
U00096.3/1413556-1413734,1.8999461729307077,3.745220146276671,5.395672357172042,6.540552218564059,7.179726683236155,sRNA
U00096.3/29551-29603,1.9474447165840103,3.673070910399517,4.748515234544757,5.283856189774726,5.492260864523372,sRNA
U00096.3/740988-741030,1.8910044450686891,3.6504480062056297,4.470612297871735,4.903055907333276,5.163482026499081,sRNA
U00096.3/3705997-3706039,1.929507551809884,3.7165902702167655,4.589020906951572,5.121928094887363,5.285402218862247,sRNA
U00096.3/1816219-1816261,1.9214705860944377,3.748994803525097,4.723405663154668,5.171928094887363,5.285402218862247,sRNA
U00096.3/984395-984437,1.9568128534900318,3.737322779818595,4.616953761286369,5.053055907333277,5.234120167580196,sRNA
U00096.3/2714346-2714304,1.9747445979630665,3.826259386806919,4.918527614374179,5.221928094887364,5.285402218862247,sRNA
U00096.3/4108633-4108592,1.8859608562415136,3.5164802130238395,4.5841837197791895,4.907071770088825,5.037401197654114,sRNA
U00096.3/1113480-1113438,1.9172657147599255,3.7363918270255536,4.802554748467754,5.171928094887363,5.234120167580196,sRNA
U00096.3/3070037-3070079,1.936642712725115,3.784560579080416,4.65621328505312,5.171928094887363,5.285402218862247,sRNA
U00096.3/2945959-2945917,1.936642712725115,3.587782900354454,4.63780139475645,4.98418371977919,5.182838116298144,sRNA
U00096.3/3741027-3740985,1.8701575597429523,3.5337970320413814,4.619389504459781,5.053055907333276,5.182838116298144,sRNA
U00096.3/1954463-1954505,1.9516441676174314,3.729258579160562,4.802554748467753,5.221928094887364,5.285402218862247,sRNA
U00096.3/3877620-3877662,1.873849775729537,3.633405447042398,4.686581882561328,5.221928094887364,5.234120167580196,sRNA
U00096.3/815647-815606,1.9385400412082456,3.720493090501895,4.703055907333277,5.182838116298145,5.247927513443589,sRNA
U00096.3/832352-832310,1.936642712725115,3.719964304742392,4.735362370366206,5.171928094887363,5.285402218862247,sRNA
U00096.3/2002004-2002045,1.8859608562415136,3.482092175603911,4.293942707918268,4.733869526443608,4.984769618706746,sRNA
U00096.3/1823365-1823407,1.9214705860944377,3.7845605790804164,4.832923345975962,5.221928094887364,5.285402218862247,sRNA
U00096.3/899730-899772,1.9781053170385046,3.65199399587874,4.735362370366206,5.171928094887363,5.285402218862247,sRNA
U00096.3/3639245-3639285,1.9047831556098593,3.649581770147834,4.631305423879506,5.0900327766014835,5.1553993115749,sRNA
U00096.3/857679-857637,1.9893413598378609,3.8738784344259667,4.802554748467754,5.121928094887363,5.234120167580196,sRNA
U00096.3/699459-699501,1.9357985604660408,3.6509977106414446,4.772186150959546,5.221928094887364,5.285402218862247,sRNA
U00096.3/2538569-2538611,1.929507551809884,3.7665870671241435,4.832923345975962,5.271928094887364,5.285402218862247,sRNA
U00096.3/610179-610138,1.9517619850443704,3.725994614628301,4.703055907333277,5.131556065016094,5.247927513443589,sRNA
U00096.3/4127986-4128027,1.9334032942743582,3.752906884085868,4.653055907333276,4.97770991116994,5.0900327766014835,sRNA
U00096.3/4441456-4441414,1.9568128534900313,3.814206114743191,4.716950480069537,5.221928094887364,5.285402218862247,sRNA
U00096.3/5635-5593,1.9101693928260688,3.683402243949777,4.784142858171084,5.121928094887363,5.182838116298145,sRNA
U00096.3/1068417-1068375,1.9295075518098839,3.6354019479735027,4.668169992264658,5.121928094887363,5.234120167580196,sRNA
U00096.3/543120-543162,1.9466622211490359,3.689322483842321,4.784142858171084,5.171928094887363,5.234120167580196,sRNA
U00096.3/1103343-1103252,1.9232791889866763,3.708000581301118,5.2651461186195805,6.017813346672433,6.345795255000942,sRNA
U00096.3/3156521-3156584,1.9086089622410278,3.5675171107823385,4.92329071424343,5.500169099751567,5.760975803905792,sRNA
U00096.3/3659011-3659082,1.9967173830225844,3.8829576073671452,5.189648195361863,5.686503942593184,5.881580488309168,sRNA
U00096.3/4058218-4058325,1.9836785406183006,3.8687006535678283,5.4896338416746895,6.383246589074082,6.623516641218021,sRNA
U00096.3/4436566-4436688,1.9452865745686718,3.835485534573272,5.4321890930657375,6.354685074721108,6.760363981795337,sRNA
U00096.3/4019978-4020229,1.9758422434014933,3.88365526232211,5.6277040998477945,7.02423090022858,7.62750457648103,sRNA
U00096.3/2734292-2734154,1.9720244449712423,3.903715231469697,5.614771368593694,6.585516793408492,6.913852634087889,sRNA
U00096.3/105224-105313,1.9650397951504597,3.83115768692704,5.281605022140203,6.08076217395991,6.379753126795122,sRNA
U00096.3/190685-190794,1.955594160540429,3.8234679924487422,5.469609724844254,6.334833575145748,6.614712907393372,sRNA
NZ_CP072647.1/651655-651733,1.8303709550989438,3.648446993047937,5.0147913719428505,5.7345123817507755,6.0954853571625565,sRNA
NC_019693.1/878317-878253,1.9213151202547842,3.6334695808245687,4.88792769360959,5.599357600709452,5.832376681825178,sRNA
NC_019693.1/5357439-5357371,1.9481391752589001,3.8313436817317923,5.286019600808661,5.86257593754028,5.991598582259227,sRNA
NC_019693.1/6963540-6963591,1.950378150487902,3.69462099999859,4.686370130156178,5.231957037948607,5.501629167387827,sRNA
NC_019693.1/5592783-5592838,1.994597750977696,3.801941141877057,5.07424143730859,5.449526350748791,5.623516641218018,sRNA
NC_019693.1/5593548-5593600,1.8648537194908306,3.5639121259194546,4.745283920105924,5.2136606896881865,5.451444537992759,sRNA
NC_019693.1/6991495-6991545,1.9407930756563374,3.783981820580905,4.956247343982751,5.301428324170392,5.384376085720192,sRNA
NC_019693.1/915780-915831,1.9720476472177908,3.613411010781408,4.676565630242718,5.165730252278474,5.402569011092754,sRNA
NC_019693.1/1880758-1880809,1.984452696455668,3.7941812254652048,4.823465189601647,5.214513099738946,5.376629167387826,sRNA
NC_019693.1/3940610-3940320,1.982727401672462,3.8579919046073705,5.641447507602225,7.036824156223051,7.777157057284918,sRNA
nameseq,k1,k2,k3,k4,k5,label
AE006468.2/1271909-1271572,1.9998737120475814,3.9846194542803746,5.886821461447696,7.457372388199871,8.119438835867749,Cis-reg
AE006468.2/3358815-3358617,1.970514621906554,3.8671536221567537,5.573236899785266,6.801835800582285,7.377818070148807,Cis-reg
AE006468.2/2241971-2241875,1.9941795102444113,3.915845780381445,5.525030545529037,6.3550687718673755,6.539158811108037,Cis-reg
AE006468.2/126801-126702,1.9677148393195378,3.827815272283647,5.345548655901486,6.12295755861507,6.431265755906957,Cis-reg
AE006468.2/3451959-3451844,1.970507791155152,3.8562648362284215,5.493921075994257,6.368678519860743,6.682354922057594,Cis-reg
AE006468.2/3585818-3585707,1.9753752612419637,3.9068339690338374,5.430737667794763,6.263417810936059,6.643776391052347,Cis-reg
AE006468.2/2114070-2113896,1.9645100876928197,3.8720368026637013,5.563898878439464,6.721854780887712,7.167823933001894,Cis-reg
AE006468.2/4347864-4348056,1.9774193268397673,3.923351723198488,5.7196829550940524,6.961703634532878,7.424676286654943,Cis-reg
AE006468.2/542171-542235,1.8531756437058984,3.5327778244222725,4.800470947509162,5.361375544222947,5.766802911333376,Cis-reg
AE006468.2/1853503-1853633,1.9555456187670157,3.8391363997039627,5.462339950207559,6.289891773518899,6.687388131602936,Cis-reg
AE006468.2/1853328-1853459,1.9676938648483515,3.869642599608721,5.557279471452472,6.380342929956159,6.775352441389348,Cis-reg
AE006468.2/1853154-1853284,1.9531219359042828,3.8361786407821246,5.500173938744274,6.36113720694674,6.734632226091124,Cis-reg
AE006468.2/1852980-1853110,1.9606212062343609,3.865188876226369,5.4898718803183595,6.354459449350855,6.724828190675089,Cis-reg
AE006468.2/1852692-1852817,1.9837134626879414,3.900749659166149,5.469694697204489,6.48507822479866,6.750409468710441,Cis-reg
AE006468.2/3820385-3820252,1.947824851278292,3.834052023772567,5.488036616073866,6.48102202461684,6.8934840630118135,Cis-reg
AE006468.2/819199-819367,1.992923032740706,3.9590692155249063,5.659634853484357,6.692604416195445,7.022353199081181,Cis-reg
AE006468.2/819507-819632,1.9614023377780723,3.891281103376212,5.638272698071752,6.594913793939529,6.8651635670710975,Cis-reg
AE006468.2/818788-818953,1.9917908247082123,3.959796945273212,5.725015157781279,6.814865884239349,7.179356175724115,Cis-reg
AE006468.2/1224682-1224547,1.9022583072195847,3.7591958173743163,5.3881108324892475,6.395324258728131,6.796251032220844,Cis-reg
AE006468.2/1224314-1224179,1.8901254350249825,3.7230713795138244,5.330577206037406,6.365249070758206,6.781099517069328,Cis-reg
AE006468.2/819817-819941,1.9723339801943232,3.9087195423625314,5.614870400086002,6.489963259605377,6.803160757935758,Cis-reg
AE006468.2/191-311,1.9553668966938258,3.795554371046558,5.154911621223891,5.897213600739006,6.262506467628146,Cis-reg
AE006468.2/133926-133779,1.9953610111487745,3.913756900696588,5.628396370889977,6.539950555397901,6.937218230578948,Cis-reg
AE006468.2/1818426-1818521,1.9822812785095856,3.890026969402433,5.4041743252157435,6.105131628563948,6.371388043013547,Cis-reg
AE006468.2/2149441-2149564,1.9944197598273081,3.854946462953785,5.370396198753312,6.251680956669638,6.554685074721111,Cis-reg
AE006468.2/2725665-2725454,1.9895520729950382,3.9382581165233614,5.779651940851199,7.075593103289946,7.571810451303746,Cis-reg
AE006468.2/870509-870653,1.9982606538633092,3.934768801816254,5.720684494749264,6.727211908237081,7.054444969420048,Cis-reg
AE006468.2/4699497-4699609,1.9796781170123925,3.897638164584401,5.4352445020202165,6.269862781647478,6.584698086244807,Cis-reg
AE006468.2/4581450-4581494,1.9620266542928908,3.800483471826139,4.972549056927052,5.297079327540667,5.308771516813203,Cis-reg
AE006468.2/2682860-2682753,1.9924659800529607,3.9317531094812415,5.563550850765441,6.345151350978844,6.623516641218023,Cis-reg
AE006468.2/2178689-2178651,1.880534598091422,3.4796788450248832,4.59445640611102,5.003258334775643,5.01499730265925,Cis-reg
AE006468.2/2202865-2202827,1.8997842697005112,3.524665843565585,4.574054041187682,5.003258334775643,5.01499730265925,Cis-reg
AE006468.2/4477753-4477790,1.9062459518190709,3.452866380231897,4.329239931817577,4.786425874087821,4.910992253015045,Cis-reg
AE006468.2/3919027-3918989,1.8590987883834433,3.6100635408770727,4.574054041187682,5.058813890331199,5.129283016944964,Cis-reg
AE006468.2/3836287-3836714,1.9885534446417927,3.9486461948979277,5.8181112621281335,7.339002428695149,8.213114013584875,Cis-reg
AE006468.2/1935929-1935470,1.9899932830376925,3.951791044249642,5.832136998496479,7.411573272169079,8.368967042626116,Cis-reg
AE006468.2/692805-693180,1.9809894891248678,3.9247947052590804,5.784896590414975,7.2799510812480195,8.106916909174013,Cis-reg
AE006468.2/2079580-2079183,1.9607989380090212,3.880955297816344,5.741312767526054,7.270988671261949,8.105749337216395,Cis-reg
AE006468.2/3468630-3468508,1.9887257843240636,3.918678195795899,5.631148051091746,6.498394345536417,6.810784149862564,Cis-reg
AE006468.2/3458420-3458320,1.9393052433325932,3.7787867616306903,5.286451561548388,6.064545079208139,6.340949796014318,Cis-reg
AE006468.2/679912-679804,1.9901879930834527,3.924600430466237,5.547554781150167,6.43065842622048,6.638055041475637,Cis-reg
AE006468.2/1335448-1335512,1.9441341674492034,3.6942986335525285,5.05864019364393,5.671780584510632,5.865163567071079,Cis-reg
AE006468.2/4010408-4010335,1.9660243741687906,3.825654182697934,5.216741800288276,5.829255746234772,6.014997302659256,Cis-reg
AE006468.2/2808112-2808237,1.986215226470458,3.862919525910376,5.456922044579698,6.206503732875974,6.589674710723251,Cis-reg
AE006468.2/1415483-1415606,1.9875254904237385,3.7931832427487864,5.244177135040554,6.065967704414782,6.494309137239137,Cis-reg
