A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,fickett_score-ORF,fickett_score-full-sequence,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis
2,1,0,0,3,1,1,3,1,4,0,2,0,2,0,0,1,1,3,3,3,8,2,1,2,1,1,1,1,2,1,0,1,2,3,1,0,2,5,0,4,2,2,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,2,0,0,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,2,0,1,1,1,0,2,1,4,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,2,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,33,33,0.0,33.0,0.0,60.60606060606061,60.60606060606061,0.0,60.60606060606061,0.0,0.9142,0.37789,91.00000000000006,63.66796666951059,2259.0,18.739235805698947,0.3333333333333331,1.9954391630392663,231.52537657889687,232.80807546131211,28.732192071345906,34.907000920523565,63.66796666951059,81.22481315092097,2240.260764194301,54199.6,46.3178122303974,23.1589061151987,2.5442349074604036,0.3541559944878293,0.24959937974901655
0,0,0,0,1,5,5,0,2,2,0,1,1,0,0,0,1,2,4,1,0,5,5,1,0,7,8,1,0,3,2,0,2,0,1,0,6,4,2,2,1,5,5,5,0,1,7,2,1,1,2,2,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,4,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,3,2,0,4,1,3,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,2,1,2,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,2,3,0,0,1,2,2,1,1,2,0,0,0,0,0,1,0,0,0,3,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1917,0.3612,120.00000000000004,74.22310524789926,4284.0,5.4204713626056265,0.3333333333333332,2.3314271469102135,384.6582899145682,386.2711200067389,40.37955138376793,48.4833395016046,74.22310524789926,108.78072777674967,4278.579528637394,149205.3781512605,60.297388275145074,30.148694137572537,3.205485749288067,0.35701995214194715,0.23472465136956025
0,0,0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,3,0,0,0,10,3,3,2,0,4,1,0,4,1,0,0,1,0,1,0,4,3,2,0,1,4,2,0,1,3,0,0,0,1,1,1,2,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2114,0.44771000000000005,76.00000000000001,52.29025668097455,1818.0,8.638859511667581,0.33333333333333326,1.880982899027693,203.82835916525454,205.18271532140972,18.586595395607034,24.072041280589712,52.29025668097455,66.76251217585894,1809.3611404883325,42099.94666666666,42.69047089526923,21.345235447634614,2.6819520942796644,0.3489663079680101,0.28798481106429774
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,2,1,3,5,3,0,2,0,0,0,0,2,1,1,3,5,2,0,2,3,0,1,5,2,1,0,0,0,0,0,1,2,1,2,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,1,0,1,3,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945,0.34157,70.99999999999999,43.45812976282089,1543.0,1.6395617125589312,0.3333333333333334,1.8212072241896544,179.019552004802,180.29372859705512,18.444788583601724,24.442810118292776,43.45812976282089,72.74505072555813,1541.360438287441,32505.82857142857,48.302240607265354,24.151120303632677,2.5214021409127048,0.461545176413585,0.3201979817800121
0,1,1,0,0,3,3,1,0,2,2,1,0,0,0,1,3,2,1,0,1,4,3,2,2,2,4,3,1,3,4,0,1,4,2,0,2,3,3,3,2,4,3,2,0,2,1,1,0,0,0,0,2,3,2,1,0,1,2,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,1,1,0,0,2,0,1,1,0,0,0,1,1,0,0,1,2,1,0,0,3,0,0,1,0,0,0,1,2,0,0,1,2,1,0,0,0,0,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,1,0,1,0,1,0,2,0,0,2,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908,0.38556999999999997,104.00000000000001,70.61010172509658,3074.0,5.3878815296897615,0.33333333333333326,2.1284970779470354,295.50296106807457,296.933976512906,36.45931354189051,45.12664479161643,70.61010172509658,96.59331153883426,3068.61211847031,88169.786407767,51.46666674721783,25.733333373608914,2.841374625654563,0.3389803420671455,0.23953895626681318
1,2,4,3,2,2,1,2,2,1,2,1,2,1,3,0,1,1,2,1,1,1,0,3,3,0,0,2,1,2,1,1,3,1,1,0,0,0,1,2,4,1,1,2,1,1,2,4,2,2,1,3,1,2,1,1,1,2,3,0,2,1,2,2,0,0,1,0,0,2,0,0,2,0,0,2,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8694999999999999,0.45057,103.0,68.72340360799278,2695.0,19.5581422043324,0.33333333333333337,2.084979837585785,259.52263870421785,260.79170563016413,38.768022939703776,49.66505785928162,68.72340360799278,100.55983695594216,2675.4418577956676,68012.3137254902,50.89477909666054,25.44738954833027,2.5196372689729887,0.3962266632670086,0.27824686033623125
5,0,2,5,2,2,3,1,0,2,2,3,3,5,6,1,1,0,1,4,2,1,2,0,1,4,1,5,1,1,0,3,5,1,3,4,2,2,0,2,4,0,3,0,5,1,2,1,2,3,3,2,1,2,3,3,7,1,3,0,1,3,1,4,0,0,1,4,0,0,0,0,0,1,1,0,1,2,0,2,0,0,2,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,1,0,0,1,2,2,1,1,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,3,1,0,1,1,0,0,0,0,1,1,1,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,1,1,0,1,1,1,1,1,3,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,0.6355999999999999,0.39891,146.99999999999997,105.72386081883982,5507.0,15.52970955298273,0.33333333333333337,2.52130678182639,448.10266680750743,449.6346462056646,40.78562808598536,54.360990162383274,105.72386081883982,155.42911172409208,5491.470290447017,202171.31506849316,101.06812156170881,50.534060780854404,3.0483174612755612,0.27633938986726386,0.31645317075230817
0,1,1,0,0,2,2,1,0,1,2,1,1,2,0,2,0,2,1,1,2,0,0,1,0,1,1,1,1,0,2,1,1,2,1,0,1,0,1,2,1,1,1,0,0,2,0,0,2,0,1,1,1,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6395,0.38291,58.99999999999999,38.83556193357545,879.0,9.774168842744215,0.33333333333333337,1.5122244546972305,109.27030703718188,110.20826679049769,29.17621622738493,34.36004778400232,38.83556193357545,61.32952648605765,869.2258311572558,12145.862068965518,26.969478702055333,13.484739351027667,1.8520391023251168,0.5536116429021226,0.26117796125050885
1,3,0,0,0,2,2,1,0,1,4,1,1,0,0,1,1,1,0,1,2,1,1,1,3,0,2,0,1,1,1,2,1,2,1,0,1,3,1,0,1,2,1,0,1,1,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7691999999999999,0.39894,61.0,43.17255433584086,991.0,3.6551391718131687,0.3333333333333333,1.5882337677935434,122.40098038823055,123.41677357636603,26.845145118696315,31.496325842265293,43.17255433584086,52.69453858721564,987.3448608281868,15231.7,21.198212744950347,10.599106372475173,2.006573448987386,0.43694369785962933,0.174845218752515
0,1,2,1,0,0,0,1,0,3,3,3,0,0,4,1,2,0,1,0,2,0,0,0,0,1,1,1,2,1,0,3,1,1,2,2,3,2,0,2,1,1,0,3,1,1,2,1,2,0,2,1,0,3,1,2,1,2,2,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548,0.35270999999999997,82.0,54.07788615920535,1710.0,7.784026947798434,0.3333333333333333,1.8546931788227325,184.8188302094784,185.95618759187258,28.160500860752414,33.32746533459731,54.07788615920535,82.39073685438953,1702.2159730522017,34579.7037037037,49.06327151979222,24.53163575989611,2.253888173286322,0.4532348864422583,0.2971306768172152
1,2,2,2,4,3,5,1,1,7,6,3,1,2,3,1,7,4,3,1,5,4,10,2,0,7,4,4,0,3,2,3,5,4,5,1,6,4,4,0,10,8,3,3,0,2,3,6,1,1,4,0,2,5,2,3,0,2,5,1,0,2,3,3,0,0,0,1,0,1,1,0,0,1,1,0,0,2,0,0,1,0,2,1,2,1,0,0,1,0,3,1,0,0,1,0,0,0,1,0,1,2,4,0,1,2,1,2,0,1,0,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,2,2,2,1,1,0,1,2,0,3,0,0,0,0,0,1,1,3,1,0,4,0,0,0,1,5,2,1,0,0,2,0,0,0,0,0,1,2,4,0,2,0,0,2,0,1,2,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,2,1,1,3,0,0,1,3,0,2,1,1,1,1,0,0,0,1,3,1,1,1,1,1,1,1,3,0,0,0,0,0,0,6,2,2,0,3,3,2,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,3,0,0,0,3,0,3,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,2,0,0,0,0,2,2,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8046000000000001,0.44673999999999997,205.00000000000006,126.13914640084388,11137.0,22.67293124465182,0.3333333333333332,3.019484248274211,770.7840164404034,772.6708834410981,76.8197589782523,85.81919130917746,126.13914640084388,203.55417527999325,11114.327068755349,597020.2941176471,117.73498397081579,58.867491985407895,3.759922031416601,0.30693755416730406,0.28266221475917086
1,4,1,1,1,2,2,2,3,1,1,2,1,0,1,1,1,0,2,2,0,0,1,0,3,2,3,4,2,1,4,0,2,3,2,0,1,2,2,3,4,2,1,2,2,1,5,2,0,1,1,3,1,3,1,3,1,3,3,0,1,0,4,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,2,1,2,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,2,1,0,2,0,2,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,54,36,9.0,45.0,0.2,61.111111111111114,55.55555555555556,2.7777777777777786,58.333333333333336,0.04761904761904763,0.7685,0.38444,112.99999999999996,71.25044105847245,3255.0,16.60327898344457,0.3333333333333334,2.2020651708111725,300.70916181586483,302.04863019057046,40.803999600709076,49.22487477866048,71.25044105847245,119.33818316259683,3238.3967210165556,91233.375,70.11330838393636,35.05665419196818,2.6611430249191588,0.4165110104003976,0.31185280240653085
0,1,2,1,4,2,3,1,3,2,2,0,0,0,2,0,1,0,4,0,0,5,5,1,3,2,3,3,0,0,1,1,2,3,3,0,0,2,1,3,4,9,2,1,1,0,4,3,2,1,1,1,1,1,1,1,1,1,0,1,0,2,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,2,0,0,0,1,0,0,0,2,1,0,0,2,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,2,1,2,2,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,36,36,0.0,36.0,0.0,47.22222222222222,47.22222222222222,0.0,47.22222222222222,0.0,0.47259999999999996,0.34804999999999997,111.00000000000003,70.58706196848149,3305.0,9.137467922847769,0.33333333333333326,2.1863585979875833,308.26936273330836,309.66741690224546,38.484134008868295,49.70062383899793,70.58706196848149,109.88863745250742,3295.862532077152,95893.90909090909,60.1880136135095,30.09400680675475,2.7772014660658404,0.39328856108040283,0.2588019612535461
5,4,4,3,4,3,2,4,1,2,3,6,3,6,6,1,2,1,3,2,3,2,3,3,5,5,2,2,3,1,3,1,7,2,7,3,2,3,1,1,7,6,2,4,1,0,7,2,4,3,5,2,6,0,1,3,3,2,4,1,1,1,3,2,2,2,0,1,2,1,0,1,1,2,0,1,0,1,1,1,0,1,1,2,2,1,0,0,0,0,2,0,0,1,3,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,5,0,1,1,1,0,1,2,0,3,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,1,1,0,0,2,1,1,1,0,0,0,2,0,1,0,1,1,1,2,1,2,0,2,1,1,1,0,1,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,1,0,2,1,2,2,0,1,0,1,2,3,2,0,1,1,1,0,1,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,4,0,3,0,4,0,0,2,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,4,3,0,0,1,1,0,0,2,0,1,1,1,0,1,1,2,0,2,1,0,1,0,1,2,1,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,15,6,4.5,10.5,0.42857142857142855,46.666666666666664,33.33333333333333,6.666666666666668,40.0,0.16666666666666669,0.9882,0.44243000000000005,198.0000000000001,138.10413685760938,10026.0,17.50015608611742,0.33333333333333315,2.932806741129261,705.0716275670153,706.8588842431724,63.680685612315784,80.16835903256856,138.10413685760938,194.34333723133562,10008.499843913882,499649.48223350255,114.17497819876706,57.08748909938353,3.5609678159950247,0.2548501207561261,0.2541431631782836
